director_id,name,profile_path,gender
5140,Wes Craven,/vffssPtgNn2ZwoMfLCCDJAxlXGI.jpg,2
34849,Ted Demme,/1YVhJuhhgiLXZTOD7nK6nr1jtEC.jpg,2
11401,John Woo,/9Zab9ULt4tk50dzCqyCswbtlT3E.jpg,2
2406,Mathieu Kassovitz,/h0LpOBDRawf5pSiVqlHOuoI2ain.jpg,2
23213,Harold Becker,/pZjPh9NdTE0gf4aSndMOMj7XaXs.jpg,2
5655,Wes Anderson,/s03CeUeC5yAXyB1acqP0zGNo2SC.jpg,2
17494,Dennis Dugan,/A9Hv8qqB4fgb5IMjEESzBo8LXPZ.jpg,2
190,Clint Eastwood,/wJosJW9DNWHOA8h63bQr2HgHC48.jpg,2
65298,Brian Henson,/m2Bczi1gvhnIYCGp8Fhg2QCPuNf.jpg,2
2461,Mel Gibson,/6VGgL0bBvPIJ9vDOyyGf5nK2zL4.jpg,2
44916,Stanley Tong,/sG4jGodAJpyymBEEODAc0D09bBG.jpg,2
81020,Benjamin Ross,,0
68215,Reginald Hudlin,/jMos9yMWnCBVLE4F83Yt06CRYbI.jpg,2
12453,Wong Kar-wai,/zLngBAag9DSKtSAOWcfsFtEU3i5.jpg,2
17883,David O. Russell,/6aERBGHkLHpnd6V3pftvHoTvRvr.jpg,2
16589,Peter MacDonald,/dDWPhRbouxsTuwnUsmXvHnTDQOT.jpg,2
15175,William Friedkin,/7Wk3u34PNW7d87xKM7ajTomuaMI.jpg,0
12920,David S. Ward,,2
5342,Mike Nichols,/eJgJEVil7iOJ9sTAXLCVRKfeKKM.jpg,2
865,Michael Bay,/65IyBCQOv5MQuPCGr4jshelqTox.jpg,2
65390,Scott Kalvert,,2
6159,Ron Howard,/qdtdnNLSsaXZmpwOqXuQB3xU2uL.jpg,2
30365,Michael Caton-Jones,/oKzuAA9S6VAb0qkmD9v8Z30jGSf.jpg,2
5572,Joel Schumacher,/ijI5sCPqDvT18NRWCeBqw8BJIZx.jpg,2
793,Luis Buñuel,/hHYL786XFPaQHebKrTibS5DS2Ul.jpg,2
46391,Paul Auster,/bNKAo8IdtMP6Fd85MfXsKoED7Bb.jpg,2
17087,Michael Moore,/b44FupQ50ND6CpNCYkGRRu5THv4.jpg,2
11887,Brad Silberling,/4JR2TYCatx5YFACxGB74il7EMhq.jpg,0
5281,Spike Lee,/zTsaE7GrLnOV62NmSrr6hll1G5Y.jpg,2
664,Frank Marshall,/dVPOD85wQ1Xscpe3DOVQ1I59IIF.jpg,2
893,Tony Scott,/hL7Tt1faZvA68G4bw9hC4X0Zp7d.jpg,2
21712,Carl Franklin,/6jQitXVCxmsBYtBURZhTw2NaUg9.jpg,0
1090,John McTiernan,/tknmquMIO2oAVUZ0vVX78ALHyaT.jpg,2
19224,Gregg Araki,/pk2AOJ28K9H6dryFC1MHJpq3mxP.jpg,2
3415,Jerry Zucker,/n2iX1gJyOxImJie2LTORZNKM9n9.jpg,2
56998,Dwight H. Little,/9Q77ZzYvRkVmfdU6twRQyvW4YB8.jpg,0
1978,Iain Softley,/citetzG3VlJ402NcaWicUHffxfl.jpg,2
59997,Robert Longo,/erzaRdEKjBvhDjpBZ2LJr0Idmcm.jpg,2
33279,Danny Cannon,/9E4Km6y1O0bK3dUSds3smzu20KI.jpg,2
51917,Larry Clark,/7JfnrUqvXafhqACvMewBVA3Klb.jpg,2
6400,Tom DiCillo,/epndh7usUrwI958G3Mbk6h4KXMU.jpg,2
19303,Kevin Smith,/3XXThSMqHQgQFjM4bMJ25U1EJTj.jpg,2
42111,Bryan Spicer,/yyqVSx1GZlUQbAPncdrgzcqSNVX.jpg,2
54469,Michael Almereyda,/oiMAcT7GwLXBKTYWLl9FDBqrwHX.jpg,2
11472,Irwin Winkler,/chJjLXD7PlFhuyeverNCgemIAAC.jpg,2
10965,Chris Columbus,/2fHN78oumrJRM84UydgfVzj0YEl.jpg,2
28902,Gregory Widen,,2
16863,Todd Haynes,/ly6krNQ1yaKMUiTLQIyzvPri6Sy.jpg,2
8965,Roland Joffé,/kis74mAa2ZsccFr1ToDsrkMy7Gn.jpg,0
10491,Paul Verhoeven,/mlIV2V9OYcnmudqv1iZw7QrdSSh.jpg,2
39819,Wayne Wang,/wtw5Cg8dWy9N7Fvn9SWvboibWek.jpg,0
21370,Roger Donaldson,/AeqGthH9k1e7FJ8XJHycFNPQVvT.jpg,2
14392,Kathryn Bigelow,/7wiMnFR6WP9SK870AvNQ3LccLi7.jpg,1
24882,Jacques Demy,/7f4Rg6B6HXM8gybOVVLWKYK2Bqw.jpg,0
63713,Martha Coolidge,/6XDmHbCLMtzvVU8h5ZauG8CkSIl.jpg,1
1128,Agnieszka Holland,/pcs6shB8NcZTGRniXr5jKFao8KR.jpg,1
20237,Beeban Kidron,,1
32277,Geoff Murphy,/h9qts2xTEQyaI6ICnEcyLU69y7W.jpg,2
22767,Alfonso Aráu,/Agw6LyoGlrfJaBvTOQYzdxwUWHh.jpg,2
8300,Kevin Reynolds,/4t5dwFGkAWrkMeIuoKA9ovoVLv4.jpg,0
1723,Walter Hill,/gCU3dgnNaZuvmArtBJgjCUMmimd.jpg,2
564,Richard Linklater,/wNijRefhQCp0BkNqM5qhhdazDgx.jpg,2
57691,Tamra Davis,/6bKtaisEKoCI6NcmTkJfGRngbc4.jpg,1
25210,Jeremy Leven,/xLg0ZtIXhrdqvYTqVPZui6oC54h.jpg,2
8246,Barry Levinson,/AvPOBBODhSCtUJAqxeq2s0nYnTw.jpg,2
3556,Roman Polanski,/qI12N0XzSQanAUv6sTucTLWi3az.jpg,2
18596,Taylor Hackford,/heZfdghufTV3t3ayrWvIuiP1jvb.jpg,0
7396,Peter Farrelly,/gJcM7v6tTOKXfiqhtH3GcCyojgv.jpg,2
56205,Atom Egoyan,/3lARbiaNDZbN0LBpXHNuSM9U4ur.jpg,2
510,Tim Burton,/yHEHAHQpN9PfSEQx1UxZPczhcAi.jpg,2
8844,Lawrence Kasdan,/pBAB9NAMRhL2IBYcgLu6P1CdXbW.jpg,2
7904,Billy Crystal,/22PBSROMN6GmD7uxHpTNb0Unftt.jpg,2
15775,Kevin Lima,/725jzhxXkAPIqo9P5nEnlBW3Q1y.jpg,2
57090,Brett Leonard,/24eM4jVMEY790YFNf3t7VhgX19z.jpg,0
87695,Carlo Carlei,,2
67794,Gérard Corbiau,,0
122449,Steve James,/xDbq83XNYa52oG8YxTPTAooxmUc.jpg,2
108,Peter Jackson,/kSrfI3TbMdIMmPVOflLQ56OfscB.jpg,2
57851,Bernard Rose,/pq8tgkUyoW36YoczEemKmCgwrYc.jpg,2
32593,Steven Brill,/9CpoLVxDKV2XRF3rigTNSVimJK1.jpg,2
64061,Fred Schepisi,/gN30W0bFd4p55fiCT3oeBFVJqs9.jpg,2
17016,Neil Jordan,/4OWdIhT5gcfcHoBUzGL7E8tu9T1.jpg,0
8858,Ivan Reitman,/vYT8xpWCzKZc9F02Oqihxx1GFyg.jpg,2
56872,Arne Glimcher,/gQGL7gTL5QIz1p0ywzmBXgX8jdD.jpg,0
62043,Michael Gottlieb,,2
23393,Barbet Schroeder,/jDMy62PR1pfD0dX5E0K3Q6SI1wm.jpg,2
1,George Lucas,/mDLDvsx8PaZoEThkBdyaG1JxPdf.jpg,2
58094,Gillian Armstrong,/nAWFdZDlp7q6yWDWgM5PMkkmZcA.jpg,1
11218,Alfonso Cuarón,/3zYO8I24q4q3cJNohCg63V88uWo.jpg,2
9181,Edward Zwick,/ucBi071XeIGMEHaEGKtU6PN1FwN.jpg,2
14692,Nick Castle,/ecUHW93fTzJLCEZcpfvfjgNMi1o.jpg,2
15912,Stephen Gyllenhaal,/sGBf5Pz5Mxwd2eLWZemCxSe6mQX.jpg,2
55476,Nicholas Hytner,/f0wcakkpI4KKNvQjVj8rOnwSYT1.jpg,2
11181,Kenneth Branagh,/bmpGjbqvAVNOK3ggiuET2Jl96tZ.jpg,2
56911,Les Mayfield,/qFl6z4jAfvb3bfMeGDMD4ch61tI.jpg,0
54971,Marc Rocco,,2
10781,Michael Apted,/j5KoJlZUepN36ZD8VoDLuvV5BG5.jpg,2
13563,Norman Jewison,/umNoz1FsJtvoWKlCsgNOqWlfrgh.jpg,2
2873,Anne Goursaud,,1
5231,Wolfgang Petersen,/t3Fxy4SBeOWj8T8TZbhwz3jlWAF.jpg,2
59,Luc Besson,/dXJdczT1NcvcZtnoWVGT0NmG11v.jpg,2
138,Quentin Tarantino,/9ci4NBvHXJktxjALdJsrtasqgtV.jpg,2
16214,Mario Van Peebles,/ciIe7kUrTA2nL8dPDA4L88DcBZX.jpg,2
4135,Robert Redford,/b4mJIBWvEyzB8yyZWbmvfzwrdtp.jpg,2
7623,Sam Raimi,/uEAaCUJzyMI8N5mOVyLtaOPKoEf.jpg,2
9789,Robert Altman,/xA6n9OVD5pVrctLtmxwyhtVFcEf.jpg,2
1126,Krzysztof Kieślowski,/aNvobc9gzJWIiHLNHx08tpmb5n1.jpg,2
107274,Richard Rich,,2
26648,Luis Llosa,,2
6046,Roland Emmerich,/brsGRCjTcIYvQMMoNsbyOKmarMy.jpg,2
58072,John Pasquin,,2
4027,Frank Darabont,/9KVvZtDyy8DXacw2TTsjC9VLxQi.jpg,2
2034,Danny Boyle,/b5qQpFHmgNyvV1t81ou17Jt2fRj.jpg,2
57028,George Huang,,2
64030,Kelly Makin,,2
607,Zhang Yimou,/uU5vECl94jDQYjiRk4eOpVRMEi9.jpg,2
56891,Rachel Talalay,/cGgfRMtgDiE17ThIliBqksMDknS.jpg,1
15521,Ernest R. Dickerson,/2plWyKruDXgk6GQI9ex8lieymoK.jpg,2
2380,David Carson,/bErwoKKZwUuYz77micPIwjhHFyx.jpg,2
11770,John Carpenter,/5qgEQ9D9r8JmbBmqeLupc1jeTcz.jpg,2
13426,Peter Segal,/sR43dLCaaPbfImGenqOwB8vcJ4e.jpg,2
15389,Louis Malle,/58db1ci6IPJ60hO6Cbbhfsc54H1.jpg,2
5306,Lasse Hallström,/tVnakJ0RWFj3eaUIJkzubTzmKXv.jpg,2
12962,Jon Turteltaub,/borF48XTUkOCKE3ryh3BFxe4Unr.jpg,2
3045,P.J. Hogan,/2z1S2664iOeHgiSq4uuuo5mzUgg.jpg,2
4499,Tom Shadyac,/8CtwYIVmCSDQ9F1SXFpifKW0N3v.jpg,2
27889,Stephan Elliott,/qobPDsEV3ulgM48gqZMk8BY6lDb.jpg,2
13015,Phillip Noyce,/Ahe8rRwCQ18fxtecekD1gYTXiXv.jpg,2
16853,Jessie Nelson,/u63xiwuHHpp0gcwMAOfSg9Jwr7G.jpg,1
21085,Alex Proyas,/yJEEjalWtxqg8Oe2aH0fVJIk4ii.jpg,2
13581,Brian Levant,/6fM0CJSEqwC50wivfx8Z7sPcikb.jpg,2
24,Robert Zemeckis,/isCuZ9PWIOyXzdf3ihodXzjIumL.jpg,2
10723,Mike Newell,/aE6M4LhrTqtQ8i3WI5QeZAFN4pO.jpg,2
6482,John Singleton,/xmVaXjAAywPh7HIrYjLVsjfKPrV.jpg,2
41550,Andrew Bergman,/gTx35MhqW8MlGv7JlYnCJQClebi.jpg,0
7775,Stephen Sommers,/50bI0PixdzrD5Mdygl4wrpxHCiH.jpg,2
15812,Roger Allers,/mhtEhbLfUWZZeHAFZY4Espf3mUr.jpg,2
4956,Bernardo Bertolucci,/vu7dxDDRRjytIfGuQxDYj1eJULa.jpg,2
26713,Chuck Russell,/vgZnLAHFCi3ZwwEcTSwdvK7pKHF.jpg,2
72427,Alan Rudolph,/At4tWcBv2zElH82zrFFLkEdm4KA.jpg,2
7399,Ben Stiller,/o9M2PyoF7QDSMq1OwW0D892fIkV.jpg,2
21053,John Dahl,/klMxcB64Tu0sWCn3YDTMcGWPArQ.jpg,2
18281,Donald Petrie,/qskPnj70VE5zyG4tcXKSzDQh7Va.jpg,2
83588,Robert Allan Ackerman,,2
323,Curtis Hanson,/e8o4pYzVjh4ier1n0bxD78HCbxg.jpg,2
2209,Jan de Bont,/9kPf2LuyLLwCawSGyPIQCX7ighX.jpg,2
2710,James Cameron,/zy2foCd8PEtvCcsX48cROdQdDLB.jpg,2
1726,Steven E. de Souza,/vdNUgaeJEZy67vhwTeJnftfBRzB.jpg,2
53599,Andrew Morahan,,2
7145,Michael Lehmann,/rM0KmE5Fr9zAi5gzQv9bc78Q1GX.jpg,2
42171,Jonathan Kaplan,/sv953vXFS4YD5BZ4GBjrSWQsiMW.jpg,2
4610,John Landis,/4MVt3MDXZzW2TsiQNvZCGv1ivRx.jpg,2
1901,Caroline Thompson,,1
2042,Stephen Hopkins,/9htj3BqGWBJGEdsEqQ9YoC3Teq4.jpg,2
32765,Tony Richardson,/m3t3S4847wWEgQRmPZvKe5NTLzZ.jpg,2
39104,Abel Ferrara,/spMsMgsJs8qwhLXgQO9VGNm9Rcn.jpg,2
380,Robert De Niro,/lvTSwUcvJRLAJ2FB5qFaukel516.jpg,2
1150,Brian De Palma,/zTbQGFu5udsrX2i7BgmTgB0aJ1E.jpg,2
66548,Paul Weiland,/eTTmELMGFXFybc3Gl65jk6G71gn.jpg,2
18308,Steve Barron,/3T5EQ8u1yfz3MIAYV1VQHGLVhSC.jpg,2
21806,Richard Rush,/9r2MWd9FzWf1BUEZUBDfcLGUVTO.jpg,2
12964,Michael Ritchie,/62566NoTLMRVLdoE07RG1B55zxy.jpg,2
58838,Marco Brambilla,/uFzVGRzub6RxyN5SjIPUZOnWVtW.jpg,2
20640,Chen Kaige,/ApkE9y5x9hCYz1XfDZ1Tqz37LH5.jpg,2
2690,Peter Weir,/bQzmyhBOqCSrnSmCaRmi2T2b4Zf.jpg,2
18254,Simon Wincer,/wikOUmNuvWJHcOU8EHjFHXUhafQ.jpg,0
12989,Andrew Davis,/vE3ls4wUsHQZAtu4gIzTIeQEmMG.jpg,2
5696,Bruce Beresford,/2BM92YfwzMpFkk5IlNZfZqPmODy.jpg,2
39996,Sidney Lumet,/sOo8jatHC3heDbC2FAOteBXe3z2.jpg,2
12936,Jim Abrahams,/lXpyiQ7tSxrxBeop8LLIltOorUN.jpg,2
65859,Christopher Monger,,2
19684,Bille August,/dDZuzYzmX8si2EeRXztsUkEHyTR.jpg,2
1223,Joel Coen,/rgVaJNkZCgMarUcZuUAsVfXMWk3.jpg,0
774,"Daniel Petrie, Jr.",/xXNS8tDWvDxJqcSt3DbCf7QexZY.jpg,2
53334,Jim Sheridan,/mfukw1JcUsXmUzt6IoaayMaescv.jpg,2
488,Steven Spielberg,/pOK15UNaw75Bzj7BQO1ulehbPPm.jpg,2
58498,Dominic Sena,/ofWADCsDpNxbTFfoK1CpU8KnBGF.jpg,2
8297,Roger Avary,/x9E17YQVlzKoRU8E4SEoEOwRKay.jpg,2
90037,James Lapine,/vVA3lD2O6kDxAxGaeW1AQHLA83o.jpg,2
224,David Cronenberg,/nFHIlkIuile5RmtSqbyCB4w8SpH.jpg,2
24318,Richard Benjamin,/9BQ5QcoCA7sfQzPvBpX8U4zDXqn.jpg,2
2523,Stuart Baird,/k7nLNZ0MYsPrKq5T3ZV7m9zwEGY.jpg,2
46230,Nagisa Ōshima,/4ipOYgv1UB99mvob5WDmIbaxdMV.jpg,2
2239,Anthony Minghella,/uJirGbZdLlvIs3joWGVNpPWKzPz.jpg,2
65452,Mike Leigh,/kvW8YDDi0dHOEYJG7jLHYQRrRJs.jpg,2
56828,Christopher Cain,/atUMxA5Anavwqdd5tH3B3S8ayli.jpg,2
16294,Jonathan Demme,/17dEjoWccPf9NDm43XP44vhSTEd.jpg,2
10757,Jane Campion,/4Bx7nrotQmiGB80ynUvPDPoiJCe.jpg,1
29482,Stuart Orme,,2
141450,Mel Smith,/t9aojcL97IStdae9fP90D84NlSJ.jpg,2
54441,James Ivory,/vj4PY2KciRCZWzT4eCdOoQfzoJs.jpg,2
14911,Penny Marshall,/uNL3L08uZWuRJF542IAUR0VNXfz.jpg,1
648,Philip Kaufman,/CSpDV4y47ASNk5cQ17KsSzRDbO.jpg,2
44056,Fred Dekker,,2
21377,Peter Medak,,2
65026,Geoffrey Wright,,2
44847,David Anspaugh,,2
2260,Steven Zaillian,/7fPmGcUA8I0l74UrVunepIFEjMa.jpg,2
10367,John Waters,/3qDSp0LlJ1Q2y802OyJcHVARsbZ.jpg,2
52968,Russell Mulcahy,/v0wHXi3XdUP9OScVv1E8LgCxdZC.jpg,2
9248,Nora Ephron,/2DO8ef3VVkcmMX2m0Qfz01IkMl4.jpg,0
54590,Steve Rash,,2
15106,Thomas Schlamme,/qwpO1XxptBjW5MAMET9suEopddp.jpg,2
63943,Rowdy Herrington,,2
58164,Annabel Jankel,/t7mhYWKHHjG5gQUB7gq9oyE3Z5y.jpg,0
45645,Deran Sarafian,/1EQbGieH0GYE3adw9UvwEKw5Ipd.jpg,2
41549,Andrew Fleming,/eKmrsArF6QebMIlIHDXY537Smo6.jpg,2
57646,Henry Selick,/pYMsa4c6eLnmwStLnI9w5wWsAK.jpg,2
16566,George P. Cosmatos,/6DIKPjnDvr7oHgTPHTXM5te45Qt.jpg,2
66605,Todd Solondz,/9qRwwtUTviJLA1td24BMhWxfCbn.jpg,2
2778,Dennis Hopper,/56nj2DfMVU3F9qUagZWMePLbrKF.jpg,2
10828,Guillermo del Toro,/aBPPwt3jcFw2ridEkKTgchfPaic.jpg,2
109402,Rob Epstein,/2Dt2pa7G45FOedK281eCplnLNOS.jpg,2
15810,Ron Clements,/lakkEixaHuVflUy5nkqeKI7LMT.jpg,2
1269,Kevin Costner,/ePo87kGyyY8JZ3z7Zm7Z2GYdmJ8.jpg,2
5446,David Hand,/4VzUnNNHSwGT0qH99Zgd0nhmmIU.jpg,2
62047,Gary Trousdale,/naRhdLVuw6a8KtDPM2aJWPhPjsp.jpg,2
11429,Hamilton Luske,/xeyWJsFlMtgjyfZnnElMnc6qFF6.jpg,2
1201,Garry Marshall,/kx77E8p5rnEmKxIhFT0qWCEMEik.jpg,2
7767,Sam Peckinpah,/lZyAbQbUUumxC2L4YSG9T7q8Let.jpg,0
15557,Bill Condon,/wYS9OCX85SJQWdjQokWVgmX7PQX.jpg,2
4755,David R. Ellis,/ww2HEkXJadls2XyDvQCJKzy6ly.jpg,2
70616,Gerald Potterton,/wrRT4tWMHE3QfEE6OTZsHtlvIFG.jpg,2
176246,Kevin Yagher,/vdmAyU1mghOKUEpg5W6KSqu3FZ7.jpg,0
32278,Matt Reeves,/b2n6pQgtyR4T8V4oWy8xVngeLow.jpg,2
57314,Wolfgang Reitherman,/p9ywBLS3Pvv3BcocjLsPwnll6mc.jpg,2
116103,Bill Couturié,,2
72619,Stacy Title,/oT9c0UOPTVJBsY66nKSiBUpnz2Y.jpg,0
17812,Gregory Hoblit,/8HyVUTApvgRwz9cl11R7R8TBPqh.jpg,2
71852,Paul Sabella,,2
15488,Ken Loach,/jMMjA5IeYFueu9P9FGBYH0kqYRO.jpg,2
73496,Richard Pearce,,2
21217,Jonathan Lynn,/nvMGnGbGdXrRvGAjulNqhJWUB9c.jpg,2
34682,Jeremiah S. Chechik,/avEcJTGsWFEzxpSOutwhkP3adQ8.jpg,2
69537,Hervé Palud,,2
18878,Rob Cohen,/sTJEVeYeaAnCzQ92AmNvveSWwWL.jpg,2
15890,James Foley,/ujAhQvNNnBqa6ZP2C46DMdAp09w.jpg,2
15254,Emir Kusturica,/qjpI8i30Kjv9bWphOdWhVW0ldAI.jpg,0
23677,Joe Pytka,/c46Ah1KxlfC4W8mHVrGDsJ7dMPJ.jpg,2
53767,Roger Vadim,/oftdq5DjC1loKRBLP4KfKauuc5e.jpg,2
3776,Jean-Luc Godard,/40irqwjSgDaxts68tdV63m4Ls4n.jpg,2
43786,Robert Mandel,,2
73838,Steven Baigelman,,2
11147,John Cassavetes,/dvW9LHWNcgvRLqCom5jhx2T3aIG.jpg,2
15111,Jean-Claude Van Damme,/aqZ9RjL5j44HMlBMvTaawhHiGOH.jpg,2
7256,Lee Tamahori,/prKk2YCHZhp9ChoWOPEFRDsJhcv.jpg,2
71792,George Scribner,,2
129941,Alan Shapiro,,2
4429,Jim Jarmusch,/kCGt4RCjVyyhusGeKsZp97HAxfQ.jpg,0
31310,Jack Hill ,/yTwURbDoPgVsbpByaz01mFrrbVu.jpg,2
64909,Jean-Marie Poiré,/nOyQke4gCSjeOFqwZItZyI8vduO.jpg,2
1524,Harold Ramis,/dFERLL9HGBw9xGMwDQRuhUgAneI.jpg,2
18500,Phil Joanou,/5snXDgDV7xU0uX6ZbXiAxSXHbmI.jpg,2
87680,Michele Soavi,/AhvV1PgfEwIkwfL5uWRD9xO2bDd.jpg,2
70792,David Hogan,,2
12180,Mamoru Oshii,/2MXFEwxLu7gT9vvi5Otx4LQgsvZ.jpg,2
64796,Tom Holland,/yYNJTyRwKoUT27Dp9fIO9rWwO3s.jpg,2
65548,Rick Friedberg,,2
7314,Nick Park,/wWqFv6e3FnX3Gw1IRYvbmZbPmB8.jpg,2
28239,David Twohy,/7hJbNy5XKO5je9FsSGvl4QbGyMM.jpg,0
240,Stanley Kubrick,/ywoN9gI2lFOA5EAxxyRbQ1R4GQ6.jpg,2
114468,Kevin James Dobson,,2
14614,Joseph Vilsmaier,/wODSEku2wnqYiDfMKiANzX5bE2K.jpg,2
1776,Francis Ford Coppola,/vEGwqahu7UlI6OwELy92xbXk9Kd.jpg,2
7395,Bobby Farrelly,/8rlgvqmsfUiDTfywVGnJbamah03.jpg,2
102445,John Sayles,/849CWBxvBFWYQ6FmWirWgs9TQSa.jpg,2
12833,Edward Burns,/jR0Z5bkcYxQ1V603v2RuWJZ4Uew.jpg,2
77076,Michael Corrente,/5ZZRgK9fonWGJt3rfeidwgCTkDd.jpg,2
12988,Paul Michael Glaser,/yc39Cj9ZmaEnrKZIRnYLPAdDyCK.jpg,2
15042,Arlene Sanford,,1
71110,John Payson,,2
28904,Hugh Wilson,/bJv33aw4D67SbsKHv9Er0MqEEtT.jpg,2
518,Danny DeVito,/zKuyzmKzPLG7RJo7lbbHjx6CCZc.jpg,2
32983,Douglas McGrath,/A5O1d5Zo3RJ7p1yvT7fjMS4B7UH.jpg,2
65602,Tim Pope,,2
92554,Harry Winer,,2
37302,Georges Franju,/hk68FxLtf2w2engFzH8dLVh89Rr.jpg,2
7482,Julian Schnabel,/uTAq7otu6P5ogsJqWAKCzcNTIn9.jpg,2
4037,Ron Shelton,,2
1869,Sönke Wortmann,/27V2lklRPa8KzRbuYKVgxq7nTgz.jpg,0
