user_id,query,type,timestamp
1,toy story,keyword,1765981721
1,toy,keyword,1765981736
1,toy,keyword,1765982586
1,toy,keyword,1765982859
1,John Lasseter,director,1765982906
1,adventure,genre,1765982926
