movie_id,director_id
9884,12989
11535,1090
11212,56059
21845,11511
11528,69741
931,14132
17130,57691
10592,17812
8470,11151
16690,1027737
39939,52049
9272,52629
993,10601
14475,24
10052,4499
11979,28741
9991,61571
480,6495
23479,12964
15999,56339
614,6648
2752,7145
10590,2460
13225,74300
46717,21958
7219,29433
17058,68
2135,21879
965,40
10889,11147
29343,194568
14807,40007
30924,95329
24825,57665
425,5713
1576,4014
5851,46076
1391,11218
18172,1044
10627,23213
28124,51760
12705,67767
11006,67767
15120,33880
21629,16897
36586,10828
15028,2388
9275,518
4547,7467
14635,54040
1791,6011
22784,1032
11560,21712
11452,68573
548,5026
11590,9577
1537,7017
12149,2053
11812,11873
35080,39012
441,201
8346,54644
14168,76981
2565,26095
307,4410
12154,1749
11630,716
21970,19032
11892,23393
9334,26713
10491,10781
18079,74907
11470,69579
16643,18356
1282,4319
11468,40256
10164,21370
28384,1243
27094,66777
5203,42113
9689,1243
557,7623
24767,69791
12227,8876
10985,7397
2251,7270
14117,76381
38360,108764
245,3288
1894,1
4012,30458
9026,56710
15417,66222
11791,29662
1957,10781
320,525
9023,12079
1936,834
4614,23968
12277,72024
811,12112
3132,5572
2501,11694
9637,1215
12100,11401
34130,514
17898,1223735
21635,37361
27945,18854
10169,2880
13909,8500
11544,69797
180,488
17710,1409418
2022,32593
11982,19305
21972,79656
608,5174
59387,122967
6278,12523
4147,39
2721,27436
11442,33341
1364,16435
8869,56150
8665,14392
10996,18898
818,6737
6404,6818
23728,90522
8764,3415
13908,20824
2675,11614
12308,20646
9488,2294
9573,190
7451,18878
2750,172
10081,56828
11484,13563
11692,33485
9266,57082
9357,57446
12771,68215
9296,8685
15070,1723
10323,64823
9595,12936
24750,1788
24038,5139
9941,47773
10859,12840
9544,57898
20616,15337
15516,5140
9299,19840
10611,20400
12770,73499
4108,18865
9685,58552
14361,68381
12262,5140
5506,14566
32961,8929
575,7832
10550,65615
9034,12648
9093,37630
9039,46085
1958,4387
11013,67795
129,608
11529,17167
10771,66654
31005,11887
2110,21647
4107,25598
10575,1071
18983,18598
37606,3974
11868,29662
10772,49450
12590,28239
7501,16304
1809,8297
13768,46297
10994,67781
1430,17087
12600,65429
8051,4762
1613,17268
565,1704
14112,1035
16646,107762
10285,64743
19403,19244
11009,12840
10805,16483
17496,14838
11340,67924
11644,1150
24124,70415
6399,49450
19123,38507
26444,9868
19114,24657
24740,64508
10863,19800
12579,1650
11646,2690
24634,17784
37936,18669
22171,39104
1672,18563
9645,57521
9012,56578
1360,16391
12208,6593
1941,834
8427,31024
9021,15045
9280,1150
65,323
10712,16863
10167,27005
672,10965
2165,22140
11617,8500
11880,57581
13888,83467
10750,774
25566,3974
9538,224
9317,39138
11524,638
36669,7256
17187,52405
10426,65133
8198,13015
64,309
13376,84975
2103,1884
9016,15810
16028,57895
25239,93410
14433,76882
9932,1524
2757,5953
7299,13927
17360,6593
171,1961
11564,67753
28940,101377
13497,80215
11852,66512
7303,39819
201,2523
2755,13235
121,108
1429,5281
13435,5292
3131,1032
2642,18323
14317,78488
11022,40223
9491,14392
2149,15868
20139,10001
19067,578
11317,34611
4032,34611
8392,608
16938,12698
21143,94069
4561,38007
640,488
10599,4818
1574,17633
590,468
13560,736
423,3556
262,1032
4912,1461
12090,17825
10628,48980
11078,17494
598,8557
11222,2303
8073,3776
15278,57691
34148,46712
5968,3460
10727,66739
9045,27436
14469,22669
20663,31497
12253,71943
9358,4755
1647,21370
9027,56714
10894,51534
12490,72467
4193,9915
10724,190
11915,70937
27088,16830
10150,16410
8288,1243
15600,27436
14645,64909
29702,4955
9699,1927
9919,18281
6038,42994
9480,16837
14873,142007
13132,64141
12139,14692
17264,68212
2984,13848
991,14132
4911,4037
16072,66088
11615,9168
11635,57130
10623,10765
9613,224
11244,68750
10678,20739
9567,20907
979,14597
455,6220
10632,15175
16229,95760
12079,71329
27236,20921
17729,40199
12157,2690
11571,39743
2671,26875
9669,26875
9557,57962
6171,8844
13691,74298
11523,69719
14675,30008
10782,1090
9341,15148
10735,66960
12516,5026
1675,1650
17057,2765
8409,37932
1817,5572
11299,56342
9506,13426
24982,2710
2662,16848
12093,11037
11817,70573
13370,13524
8326,12989
994,7767
10514,1744
14237,38689
1714,1650
9930,8858
29355,12964
10743,15890
2832,366
11458,69696
18736,19228
10708,52112
10989,67813
10515,608
22201,14520
11424,69392
604,9339
10720,59026
1555,17520
310,4499
5146,41549
12,7
9654,37932
9902,60243
1088,15287
5921,37360
14676,70262
26593,11435
29514,14999
43828,19093
11145,2226
11890,4610
11916,14773
14551,40199
26317,95111
8092,30365
290,1223
11463,9915
10243,18392
40085,18854
3009,40
18972,51875
14817,53177
2071,5231
10152,58868
11375,4037
20694,86439
17813,3026
170,2034
9471,36425
9581,25236
216,2725
18886,8328
18722,64061
11482,3556
1927,1614
10327,76247
14411,52870
296,7213
302,4387
22,1704
8698,10808
8961,865
9486,7791
3472,3224
11894,11505
20726,6592
1996,2209
4464,23964
12279,2294
9104,57030
12530,3146
29805,10586
24993,63937
10553,9915
21512,7191
8273,54584
8046,769
8094,3064
10330,54050
9257,47640
9499,54441
27814,86250
833,12329
3101,8844
6466,17268
2055,1269
11770,57607
14926,52358
2771,72205
10923,21981
18573,81799
19053,63713
11206,9855
30970,6011
13154,67753
18148,95501
636,1
11898,70864
14881,14520
9051,1927
9362,33485
19542,68424
936,1927
12268,1927
10999,67753
4593,793
3782,5026
10610,64901
2830,12987
11351,56349
13778,54967
9616,4723
11547,16847
7270,578
1428,2294
153,1769
33320,40333
27590,67897
14603,3028
10617,26760
10619,26760
11293,39012
9584,7767
8408,14999
14030,13294
2687,11770
19064,84047
28942,224
10739,1243
12767,6111
13156,77919
277,3950
9707,58245
7288,518
10159,36602
10934,36805
5653,35325
20,90
18113,63447
9662,21768
837,224
19666,78751
821,4081
776,11528
16563,13284
891,6349
12531,72667
10881,12180
11832,70636
11806,13581
10438,64877
650,6482
10337,8246
8446,9168
9874,16566
29161,4955
9501,8296
4543,280
11046,54451
11707,66274
7442,52629
14425,7678
6723,190
16969,24318
11338,4610
25237,93406
9871,43
11364,5342
13765,7501
12772,73496
18900,3632
14282,56339
11502,3556
21219,42319
2116,21712
1584,564
2056,17867
4997,40508
322,190
21765,89113
11059,23799
11775,1223
24,138
11329,5501
9373,29922
28200,74152
10629,5572
10944,10757
9839,10702
13920,53178
4256,12987
10009,61952
1807,5216
30141,33054
10536,39779
1376,15488
20312,1058
10389,21905
11657,3831
10922,6729
13537,21807
605,9339
10719,15277
508,7018
11846,56106
10715,4600
8619,2690
12146,6159
10588,5133
4970,2406
470,223
10147,17447
10756,18898
9562,7187
11012,15389
9556,7623
13581,74697
10234,6011
10952,16214
14022,564
860,12840
780,11572
234,2991
8289,10781
11583,4782
11002,58220
6472,28904
5143,1243
11384,12840
8010,52968
10410,518
10407,7908
9292,7145
11850,648
10804,12920
5765,47924
9319,893
1643,4956
2007,20629
10995,2352
3112,10921
10413,57895
2611,10965
1825,33008
10538,40230
11092,6349
18410,42171
3176,31074
5336,5970
14671,1895
11509,8844
29437,224
20763,7187
14249,893
10021,18378
11634,11037
14746,1723
11824,64877
8222,309
9846,15175
23719,21792
11986,37451
1626,3776
483,5602
10166,14132
6069,20629
11018,12114
11676,4489
43436,9054
20325,18738
17687,14643
12545,13563
27972,34740
2000,6818
648,9730
618,100036
19120,4415
4024,11983
11316,3556
3089,11435
29845,11147
995,8500
1594,1927
916,12804
1976,10001
3062,21305
11610,18378
15927,12238
7857,4415
79,607
13912,82389
987,3146
81,608
11821,30365
10023,7190
11519,488
15659,4967
18857,58036
20126,4955
827,2559
11811,70558
2742,224
37719,10790
1818,1650
255,1650
10744,19000
10511,53334
10028,62116
616,9181
587,510
6964,17698
1792,7395
3635,16785
122,108
11820,10723
8696,24248
11093,78118
504,6884
11007,17825
2289,2239
9620,11401
10601,3045
14844,80307
5966,17871
10718,66823
11034,25630
25095,67781
15797,16590
14815,8328
427,5763
3088,8500
22584,11435
27725,8823
16227,76981
980,14643
18995,11593
5205,42081
14239,16384
405,4415
9696,17282
4917,8262
11708,70308
1954,20218
13476,36797
11194,17350
12634,58294
13505,53177
21301,70777
20483,86203
14292,77003
1278,4956
22004,1723
11023,19850
1824,13426
337,5005
11951,21544
2576,18738
12775,10491
9838,18669
2099,17784
42852,10790
11132,58628
9352,57405
615,2461
11217,52049
10677,43468
13572,648
338,4780
2023,4945
9384,57130
797,6648
25955,26959
17047,36083
10591,65734
1586,508
11169,1255
10433,9200
924,15217
38,201
11081,40256
9541,19303
5516,1223
20304,15521
11024,1215
553,42
10544,57030
1487,10828
13700,70287
11137,63713
11358,34453
13573,74683
10733,54040
14442,62514
2122,26502
14576,77062
6844,8636
923,14999
10338,35318
12239,7767
10843,1032
393,138
7220,876
237,3055
10096,17046
9509,893
10710,8246
11058,6361
11141,7791
10625,54050
11025,66960
7131,7775
652,5231
883,4429
10375,33254
11864,5231
9461,57727
18329,12453
22137,42
10035,24949
10347,56401
667,10076
700,10179
36670,10930
24650,29962
5511,3831
13936,4065
11507,1150
17538,13779
10435,4786
14684,43786
13937,1150
14980,63709
31965,101238
988,14838
204,2559
9356,57434
16113,33008
13913,144063
18209,13284
25508,10146
12310,10586
9624,23880
25736,74878
25389,4600
9872,4600
2786,3776
11533,25558
3777,5026
11659,70235
10604,65843
14782,63550
9545,26648
11060,6111
11474,1723
10916,31900
10941,67576
4923,19665
11656,6648
10133,5877
14588,32427
24965,18738
876,13367
1583,17700
11069,26479
10829,26475
11577,7767
336,4385
30137,102429
21948,38689
1059,5026
12493,5026
13122,5140
11030,1243
26372,6648
11602,6648
29453,6648
20481,31211
7090,6345
5902,4786
10775,65994
4552,543568
12762,1243
14510,27991
24341,27991
13282,101377
18283,13980
13823,16513
4291,3317
113,1188
5916,7767
12205,26875
3001,10001
203,1032
29740,9054
10652,17784
26268,30422
10355,64883
14554,14520
250,3395
19086,51572
15392,1723
25504,26959
1786,15389
29592,13980
439,4415
823,12178
20289,5707
16905,4109
11548,12677
20532,97202
5165,15189
5544,11983
14696,97202
4909,4065
19185,11161
4497,793
15371,608
11044,15254
27601,78021
18274,40378
13763,58729
10498,12840
10178,64114
16391,37846
10734,14773
10949,12238
809,5524
435,6046
4599,1201
12657,73832
13193,74259
673,11218
16617,16938
246,3317
2789,28239
8920,18357
9890,7908
8193,53925
11546,69801
18387,8328
18333,6648
10484,38507
26516,3632
26451,95456
28571,10001
9372,57492
662,9956
16559,30252
15794,8823
13188,261224
12651,30365
9791,884
27554,98199
26973,15389
9542,57895
26175,70862
136,1496
10970,14639
28162,37846
3019,29595
10204,57370
9472,57633
594,488
12153,35689
11036,11151
1997,2352
11939,10790
3293,15872
17645,82171
10448,8300
14365,20640
10606,59023
16136,15521
6081,1927
12577,23945
13696,4109
2330,23945
2334,21647
13398,40333
10631,1895
10780,1201
26596,2765
29264,793
11584,64061
11884,14692
558,7623
80,564
10742,639
9477,20907
8699,55710
9893,54597
11247,68770
2048,21085
436,5872
11897,8500
2502,25598
314,4586
15244,10346
24559,9577
1040,15127
42801,12329
22112,5029
13580,18854
14462,16294
14623,2388
6947,11614
401,5367
1538,638
14846,42274
2577,172
11282,56591
11130,1201
395,4014
11052,67941
10762,32593
11026,16938
11237,56998
8080,17279
14797,77305
11632,6495
15644,1216735
11208,2291
12548,4415
24924,82579
17994,82579
31117,12698
9759,4755
1577,17649
16232,80215
5137,41378
11823,33315
18804,72624
13969,2178
10145,52629
13702,10367
1653,8574
747,11090
4176,39996
11177,39012
12707,20412
1492,578
8689,45572
10555,12058
11128,46297
1599,17883
11045,20400
14337,76624
4380,36804
3989,34517
16358,4910
3053,3556
12456,42
13416,36602
11099,68020
12483,61824
15566,64151
1970,20310
8849,56106
9675,13235
4553,37948
11109,65452
176,2127
1677,18596
10740,66728
9806,7087
5255,24
11184,15557
11249,65677
10589,11091
9801,20237
866,12995
2059,12962
140,309
11836,70651
1966,1152
13673,18311
2288,5342
9550,607
163,1884
36648,3893
16248,18254
15613,27146
8424,55379
992,8635
964,14473
31411,8635
25768,8635
626,793
27899,9054
31592,2917
877,11435
3031,29755
24106,5030
27970,99325
16274,14674
37698,8823
3084,10001
29884,11435
17136,68
18771,8500
14320,12238
20246,40
37347,8500
3766,40
4558,9730
3111,14674
28696,89981
803,11983
15697,70862
690,10346
31589,5026
750,11118
14537,76978
16103,32765
11085,2000
24188,57641
21135,15189
15263,51875
25253,18563
17295,90694
13187,94011
17102,29662
895,8452
20108,10346
2661,27728
20379,13776
11047,67919
10227,5763
26039,19665
5767,13284
9929,24530
40430,8514
2998,15189
31906,14773
31767,32327
839,488
9394,56033
13041,55119
33020,46997
760,11195
27331,14773
1410,11770
9474,57639
31587,98199
22307,1150
28498,100979
25473,29907
24402,38007
9385,24530
10711,13776
9652,15189
3870,4956
10640,35525
26842,66203
11558,133259
18775,95462
12535,14639
1421,1650
12637,1032
38985,15175
11935,37710
1362,16410
11537,18899
33701,37626
10654,3974
6341,12840
7012,1788
15251,82234
232,1776
12633,37710
22998,111492
15301,488
11609,70008
13189,33513
48677,29471
1884,19744
17663,134306
8868,56146
14029,44955
10372,63920
9056,18897
27064,1035
10176,32277
9080,4610
18502,19266
30069,23213
9318,57290
10570,21440
24657,8452
11471,11401
4043,309
8852,11770
30421,67259
18305,11401
16296,80247
13192,13493
18917,83784
4271,20849
16859,608
2927,6046
9768,10367
27274,86250
9569,58040
9399,16590
31597,37710
1662,18500
18311,12453
25330,58453
4539,37850
22828,1255
12776,4818
15080,628
14362,38689
9588,18254
13995,63937
11198,548474
11621,608
40082,56872
31962,11834
14135,112674
12088,27991
7500,3317
13519,61824
18392,2873
17809,64901
11067,12920
19223,65314
152426,64796
37797,555254
12613,73121
16233,78021
13063,34517
27318,28399
2061,21183
11210,29078
12254,71950
9956,85
9092,56956
18415,51918
9732,58829
5470,43513
10213,64190
12095,11641
14533,21136
8697,18897
7096,18308
17263,63943
15805,35267
13428,57030
11508,30870
2487,25467
9597,4586
12485,72445
18491,77921
11854,35736
12619,65026
3716,5125
21348,87429
9011,27226
2332,21647
18394,129119
15653,147702
844,12453
16234,34920
11075,17282
15917,42804
10706,36185
25988,122348
15024,15868
10757,35736
23160,85637
2899,4275
2440,10099
10836,27991
10955,67750
12900,13861
10978,57022
40096,102560
11056,54525
13437,15872
10046,56401
10726,66800
9298,57199
437,3115
14752,78916
11178,63429
10981,5877
11427,59848
4689,10099
12720,67075
5552,44070
10077,37710
11430,69416
4326,23116
38970,20646
55931,183
12703,22461
9282,57125
10891,26479
60672,16919
11197,29605
3177,31073
19277,26767
11774,11887
4972,1012
2841,2419
11606,69991
363,5125
12140,12180
4254,35735
15370,78173
1418,16973
17457,81220
36763,30149
14527,107630
12542,67259
11838,20310
670,10099
9694,17282
9667,40307
13373,2034
10304,7727
9666,20310
11049,67925
9316,57214
11647,65994
1913,19840
2539,3388
5528,43993
10105,63477
179,2226
83,640
14310,65994
4836,957
11190,68519
11866,12028
12281,72034
10320,26875
5889,45996
10296,41530
11658,64883
8357,55420
3509,564
11662,70212
986,40
70,190
12487,17282
205,2589
28055,25826
12597,55499
118,510
1280,1188
421,5655
2567,1032
9833,5572
6478,1979
9692,58573
1901,3289
693,6737
842,12624
9953,60860
11162,28898
15045,54644
11804,61357
7229,38507
12576,69593
11633,70100
9947,12523
6439,50582
7214,52038
27429,224
11423,21684
10694,50583
16410,12238
613,7832
8978,58324
11637,13581
12142,23799
11096,15337
8968,56435
6961,51600
2517,25645
11413,66571
22383,3632
30923,107395
11343,10051
29259,103393
2436,22636
27430,103393
4935,608
8953,185
10951,65934
8488,17167
13682,73161
57825,6220
561,10943
10214,64191
17880,39819
1942,834
19119,14227
3040,23430
18538,307791
13498,18356
9470,57607
12721,35452
2926,10586
4974,4387
258,1650
4235,34580
16186,77441
10012,5140
10022,20739
4551,37932
2026,1011158
9928,5713
15771,10781
22377,4165
1093,15389
438,5917
42222,4065
11297,68905
13374,125544
9688,1243
10040,58072
11638,70777
540,7312
12778,21217
16198,628
15283,628
158,1843
5996,4109
42994,183
21131,92733
187,2294
14177,62116
7364,52609
11431,7395
16551,12698
13524,35318
19971,29494
9674,58677
3875,1011
26638,15189
32085,510
31442,8452
775,11523
7342,2380
9636,15858
36843,65452
7453,52842
20187,190
10065,62721
9393,52961
16972,18392
8976,24248
11679,7256
1495,578
10066,59521
1640,455
11171,19224
31414,85637
10027,18865
10837,67056
1895,1
9981,54584
4379,36797
27,172
953,18863
12700,1035
9291,13426
921,6159
9779,29009
787,11694
14199,2294
10226,59291
20941,46085
11620,9054
272,525
15648,68770
11451,7312
11683,14999
9722,9248
1382,16860
276,3722
2151,11357
12574,31903
20914,32375
34308,59248
74,488
1667,18525
9009,8574
1553,17496
9738,20400
9522,42994
1826,17520
10476,53267
11309,42175
1635,865
1696,16848
1665,5216
11459,64151
10048,18878
11648,70738
5237,42175
37632,16590
16320,12891
308,4429
25074,18897
18882,57090
6519,52049
1444,17246
11453,69498
9913,1978
8292,6482
13922,21053
14166,74062
501,6818
18976,33880
17824,11454
11328,21183
15907,68212
11848,70707
25199,145053
6957,41039
16764,10051
11460,5140
19404,35771
445,6011
9564,11201
20874,98835
14175,80691
4442,280
9042,44179
1985,8557
9335,18865
9007,54050
9777,18844
1830,8685
7182,33254
10092,55075
340,23626
1546,17439
65215,53215
10753,18897
11636,70109
14286,84369
8814,10765
9923,893
7553,52941
8202,54025
1947,5306
9074,56911
8643,55499
9315,57270
3933,510
8923,56359
59,224
257,3556
15487,2053
398,5345
647,9660
11968,57082
14517,87081
533,7314
5236,1108
11344,543568
5471,43526
9763,33279
24019,5342
15058,77831
10017,56173
11931,323
10707,5656
9910,40256
142,1614
9621,11649
9701,15287
3291,1461
12920,53176
16608,53333
791,11809
15276,69741
8066,12995
1656,10702
6963,1704
215,2675
2313,24294
8274,54590
18994,9062
10799,21931
1951,42
10851,956
25,39
9982,61411
12877,70520
11661,70221
10060,53334
10033,11873
231,2945
8999,29605
8555,41041
4348,36588
10064,62696
9885,59998
9392,57581
674,10723
69,366
1833,10965
6795,15277
11421,69371
1420,17016
9005,1524
13499,1215
7010,51875
20345,4955
15184,77964
2153,1723
116,1243
20416,12804
411,5524
254,108
1904,17633
9043,56789
14695,22020
9721,58766
23478,49555
8290,11195
8053,2176
612,488
9899,60129
546,7426
2800,3026
9641,20739
7552,15002
9927,57328
9681,5306
4495,37833
13925,7879
9687,58547
20530,95501
6935,23728
11400,30715
13669,29625
4550,10099
10045,35453
168705,23799
1690,16847
9900,60149
9044,8300
9918,60496
17379,39819
10982,61373
834,3950
21519,18897
16553,66219
24580,39853
11246,58209
2117,21737
9912,21370
24163,12453
1969,20307
11183,37626
13275,58189
11565,61175
11283,64045
17,43
25167,21506
9286,57134
15363,64140
1544,17510
12096,17825
33061,64722
9975,61290
9754,33315
10053,12786
7515,52856
9959,18311
9036,664
10073,35694
7304,19000
9920,13927
10025,18281
9682,58514
2207,7187
44435,4955
9756,58922
6877,46076
14609,34920
950,5714
10912,67451
9968,57199
16791,1387618
15590,98940
752,11266
9655,58375
9388,52443
9950,39996
388,5281
868,13079
14191,1223175
19286,84981
9792,59291
10067,53177
55676,1032
582,8193
12763,60024
186,2291
219,309
13751,109640
10292,56263
10069,62768
3093,30365
9270,67367
16070,112588
11348,54525
9035,15218
9957,17494
9389,57557
8998,56539
4441,37259
11490,45138
18276,151232
4257,12987
2652,27571
19592,83857
17111,81251
9526,9789
5820,47640
9904,60207
588,8296
9310,3289
1557,6094
16367,29226
8982,57214
956,15344
9530,5174
9829,25598
10115,53014
10008,61921
7870,53212
7518,52845
9786,17447
503,5231
591,6159
9767,59026
13689,56349
920,7879
806,12028
9353,53925
2044,21031
9339,57370
350,5065
58,1704
1819,19271
2295,19303
9697,11614
4474,8858
10007,61894
1887,1769
13508,74589
1611,1869
1781,19012
16270,122583
8997,56533
10947,65310
7549,17268
9513,49903
1452,9032
773,16959
36576,1927
19972,11593
1164,223
15383,3831
9072,35689
9297,57193
5070,34262
326,4755
512,1243
9718,55710
1593,17825
1852,1152
1262,12995
82,638
1402,20646
9293,31024
9906,60237
51857,96369
1948,20192
148,90
77221,2352
5289,42712
9782,59210
9907,4489
9762,29214
14113,18357
15049,32868
7859,53068
11559,280
10348,64901
1023,1012
2168,22172
10118,63713
9788,3227
14174,173004
11689,56033
1491,17329
1165,3224
7291,52342
9988,52049
11652,21673
15265,78185
11227,59
14597,77104
9708,58689
9813,59466
271,3849
1116,15488
5072,41041
1249,16834
9954,16938
7511,3417
7512,17403
1776,19003
10846,4818
1381,6431
15097,44554
300,201
9676,1150
15213,20006
9766,18500
32761,6011
15742,81078
1579,2461
9664,57138
12094,56578
1717,2260
15997,24346
496,6767
1417,10828
4643,12989
7484,7881
9842,57130
1422,1032
10781,66739
9794,47364
9978,61357
7510,52779
1975,20310
9895,8246
8975,56453
9672,32983
86,672
10070,62797
1440,5010
18925,78040
1523,17350
1378,17114
9693,11218
1124,525
3683,190
14097,80999
8194,53935
5890,46366
214,2675
14620,26714
11619,33183
1427,1071
13767,15045
21057,93512
9726,578
10093,55251
14799,13524
8588,30365
36557,10702
9836,20629
7551,893
10741,2880
9969,61175
1581,17698
313,4575
7873,19769
8324,564
36265,793
2179,22301
15152,67717
14457,30870
2447,19850
10032,57962
9796,57082
1372,9181
18147,116805
9986,17046
2486,25453
1246,16483
18615,67795
12795,40440
11653,44916
14202,96166
11170,36425
12924,74091
30060,70663
1247,380
1125,15557
33583,5970
1646,2163
1730,5602
1259,36693
10908,16513
9053,35452
1494,607
182,1884
1251,190
9656,58403
5393,31093
14396,56911
1931,31119
13967,58137
9992,59
19344,84515
8275,54597
7457,11151
8398,54827
19166,88039
3549,1011
46919,124137
1265,36697
10758,66496
22473,64139
13668,6340
7516,40223
10075,62872
9760,35694
9966,21905
1257,7145
9757,53177
1252,16829
2062,7930
11650,22808
2266,90
5172,41887
13127,63571
37725,42274
2016,20665
9828,59651
1250,16837
4169,21807
11172,18323
3594,5572
7874,53267
12271,37852
13185,78061
4638,11090
11841,26775
24653,56194
1738,7256
15163,10781
10845,20773
15582,57436
1949,7467
10942,15959
7006,27226
11199,68573
8965,56850
14624,87178
1271,15217
10790,66795
14055,56717
2267,13663
6691,51116
1255,21684
2977,29226
9963,61087
14001,2127
2355,24173
7485,20907
9793,58260
1273,19499
9075,10491
18437,84692
8270,2199
9955,60922
10172,52112
1683,2042
10107,1213162
1267,16842
22311,50739
13249,77458
1272,2034
9903,5306
10798,23945
13377,100888
14945,227555
11515,3974
7183,15890
8271,40256
1534,29922
35838,793
1407,16919
15534,124688
1441,5696
6145,17812
9843,59848
10294,41671
1987,6011
13067,30368
1268,16356
9785,3893
14636,83985
559,7623
1950,323
37933,1414
14240,44765
13171,130816
4977,40333
11705,71082
2269,23430
1919,98
4964,41039
2976,20739
1562,17597
13159,1201
14547,108214
11205,62410
810,12098
5723,45117
285,1704
12526,15175
3432,3028
1872,19656
14208,2388
14207,56151
8748,55934
3489,18250
12225,32250
298,1884
10832,56735
1691,16847
1990,5216
9408,12905
1979,20400
14043,41549
10288,64754
1991,138
9952,6818
21427,38507
1294,16780
42700,37361
13807,25236
9815,59521
2359,17087
1988,172
3021,29605
2196,7908
1571,3950
2959,29009
2698,4499
1858,865
14125,8965
675,11343
3563,17494
13491,75043
11404,35005
16083,79207
37292,76981
4688,16391
10074,62854
2270,957
14219,69579
35,197
5857,49281
3638,33433
6589,50582
8669,10395
2503,25598
14123,129952
4516,37626
8141,21053
14217,20310
10795,19866
1721,18834
8363,54733
5956,46802
6535,51864
13074,21526
17350,35959
21494,64575
5174,11091
9703,58656
9750,59413
10760,54597
4349,36602
14223,119665
14144,2223
4858,7832
10431,65190
12435,72205
2082,16848
11835,2127
1845,1146
13958,71600
2335,21647
10961,67657
10071,59410
4351,16395
12994,1300
2882,20718
13501,122582
6916,51421
1992,2294
5176,366
4141,24949
19583,2171
4347,36588
2009,20657
4413,17016
6973,455
15019,57434
4629,29078
5353,44740
2252,224
13754,56343
6641,50949
10425,27846
13257,50767
10030,1098
5915,2228
13680,58375
4588,1614
14313,6729
2728,23799
2274,133635
9038,7395
7211,3290
4538,5655
2001,20561
4517,37630
4566,19242
4520,11181
6615,50767
4513,27571
5125,13079
3877,1011
4771,880
9773,59104
13538,74626
4512,37618
2011,20709
5708,45052
5951,19852
3603,33300
2014,5125
663,2675
20605,86325
7347,52576
5718,1279523
5126,736
4982,578
5559,44113
7972,39996
2013,7482
6977,1223
4953,201
19026,87429
5123,41285
13363,76462
4515,4135
5375,42994
2310,24
2284,23539
6639,10723
4723,1577
20714,82796
5876,4027
4523,15775
1620,18184
13474,64211
13483,74569
2268,3288
6479,10943
6477,49903
7249,53216
13998,5656
3902,16863
8272,54240
13186,84335
6537,51894
7326,52443
1874,19684
1989,12453
24123,1239766
13348,77656
7350,3026
7979,12995
12171,73399
13250,77964
15495,94916
14148,65994
13198,74272
13885,510
6637,12962
7345,4762
6538,5342
40682,18579
440,6037
6575,51851
19213,87193
6076,1844
9546,52968
14047,5292
54318,46297
69315,77211
6023,2163
6557,29214
4787,1243
7508,52763
10253,64331
5259,42412
8329,54525
14062,83021
2312,23799
13195,28898
7191,32278
12085,17397
4170,5192
13252,16938
11908,70890
14069,81718
6933,51445
14423,109692
8090,17812
7555,16483
7278,35694
9030,56735
14220,66563
13160,57173
13059,141962
11253,10828
8321,54472
53094,2725
7973,53431
13054,63052
7839,22224
19384,63709
13121,57055
8676,17167
8247,11694
8390,16328
13641,74872
7461,43141
8204,54050
8328,54507
14073,78751
12184,71570
13260,65702
7942,14409
13362,71797
13493,11873
7840,6046
8848,21370
13460,57581
12222,8029
8461,6011
7862,15115
12246,130938
12177,71527
13025,14999
2239,3055
7985,53525
13016,74257
14011,76243
13196,9994
8944,8246
28260,27992
12178,58005
14054,64141
155,525
8456,55075
13688,57607
8457,32593
13495,127823
8065,36797
4942,1461
14044,1287732
8988,2836
13312,81044
10488,66218
11152,68352
9870,52934
11918,35796
1266,19769
12473,17867
13335,68843
8827,56401
7459,9339
1729,18898
13079,78118
14324,33317
10503,65452
13007,6767
9017,56635
13258,52842
14236,91610
1810,2746
7861,53102
13018,74101
8780,14172
8617,45627
1726,15277
10761,66548
12400,1255
14000,81317
8681,35453
14784,56512
13001,27745
13243,65377
13008,62514
9029,56717
8277,26971
2454,5524
17483,81963
13191,93047
15356,78135
217,488
12245,57865
10885,67316
4564,38023
10665,66074
10822,66983
13636,78720
9022,56661
9502,57741
14305,30149
10661,17494
13172,20647
13848,27991
45408,99032
37412,64114
12912,74062
14748,77269
15691,61357
14392,56739
8645,11614
1724,18865
13405,1724
10681,7
8909,23430
8960,36602
11665,13426
13019,72101
10748,21677
12889,74052
13205,15778
8359,55439
13990,56661
12172,6818
13009,87160
11631,71068
8265,37627
13022,59998
13353,94011
88751,9622
11260,53177
13910,58094
10818,68813
14456,73282
572,7736
16007,46366
6687,37948
11802,71267
12914,1214381
13183,15217
14154,76418
12247,71872
13012,76422
12133,55710
12568,29226
8836,12524
14048,76998
13541,70905
17245,87082
12192,73588
14061,40307
1735,18878
10187,64139
10185,45996
10183,64131
5038,1243
13851,113911
15859,78866
10189,64141
12289,11401
15069,47724
10188,64140
13300,34721
11671,90
13649,65310
7446,7399
14878,26849
12180,71538
13107,11676
13256,77658
8885,56198
13310,74396
12621,41549
10483,4014
12620,66563
10186,57630
13515,59291
13956,76100
13637,17282
13564,74661
14566,57090
4944,1223
13805,35694
9381,2406
13291,6047
13991,77911
13972,76230
16182,79925
14771,579303
15206,4955
8285,2293
12165,273
13184,21905
35854,63571
13389,18250
13279,58689
12797,508
16456,116653
14098,54839
12690,228
12412,5281
13027,40256
