movie_id,director_id
10693,64864
11335,9789
11319,69003
15969,34480
13155,154
10249,4945
10882,64864
2619,6159
97,12859
11675,58712
2107,8843
6471,1895
9442,1895
11591,1895
19158,18855
227,1776
87,488
123,16384
9314,28898
11336,224
9980,3027
10657,66076
10489,21819
10823,66987
11497,12881
2907,5174
9454,17167
8688,1150
12761,6648
396,5342
14367,10965
11814,11505
18331,3663
15171,106834
11837,70663
11704,40345
11639,55983
4978,40345
10380,64949
11976,578
15144,11505
11522,26502
11557,5572
11415,58712
37530,69331
8393,55668
11937,55668
9320,34682
14662,54240
10692,9200
805,3556
34584,5231
34636,1174031
10278,52629
36647,10808
14557,111247
9417,12991
4011,510
1580,2636
5854,2636
573,2636
2370,2636
5780,2636
506,2636
22527,2636
574,2636
11219,2636
30159,2636
845,2636
3682,33541
847,6159
117,1150
14577,72450
37498,26760
13321,2636
21734,2636
31997,2636
11462,2636
940,2636
12684,2636
8208,2636
2760,2636
10220,21053
431,5877
12626,3388
3525,5342
2321,16294
2028,11649
16384,18378
10699,3224
11597,8246
14347,13284
18282,87565
11082,68085
5971,17016
11933,707
20096,15239
30815,72427
881,3026
4478,7270
2109,11091
8195,13776
9877,59958
26618,42994
24016,4956
14794,78157
11071,51677
1091,11770
10403,9789
11337,1243
162,510
8916,18863
9429,58316
12159,9198
30197,14639
10156,14639
10377,21217
3121,9789
9713,18356
9821,36804
4437,37710
1890,19798
1955,5602
11932,17268
6435,2171
10683,66605
9445,9032
2657,23964
9425,4014
637,4818
8675,34517
20701,13367
9945,11770
73,814
3033,15557
9882,9181
10663,57370
4518,37630
1808,16863
3600,33279
297,769
11893,58728
32081,13859
14924,31493
19426,4415
12560,8844
9798,893
14444,86439
9487,7879
9466,1243
666,8574
10162,64045
309,4453
692,10367
1678,18598
244,3238
10730,6778
8130,53861
11532,19665
9749,12964
14628,12964
9626,2087
13698,6159
10466,24318
707,10179
11954,10051
9336,28904
10157,41720
12118,41720
10587,65688
11825,14995
11895,14987
9447,20629
10029,36602
11252,5216
8545,55299
10223,7623
9745,58868
200,2388
9837,59803
11545,5655
1934,18844
11881,24939
13764,16187
8879,190
1369,16566
1368,16544
1370,16589
10303,21819
9326,24
10328,6159
11285,40549
1367,16483
1371,16483
1374,16483
1375,16513
15196,21217
11904,8246
15596,69801
13818,5342
29968,1201
1885,16513
8856,16513
10495,16513
5825,34682
9489,9248
8741,30715
9276,2294
9822,33485
10312,4499
9441,10965
9422,2260
15556,11472
28902,17016
14709,53177
9423,58338
10658,686
6917,42309
11815,70565
9426,224
10344,64875
15698,37710
2620,67753
30497,10051
16337,10051
25018,31621
16780,27797
12151,12936
33278,5140
192,2352
10945,14911
10013,1776
9671,58453
9396,57594
11873,1032
10015,190
8388,4610
1618,18069
10722,57865
10314,64815
11167,68424
2112,4723
16172,18679
16306,80260
11622,28904
10207,46085
9849,18281
18892,239418
13466,4945
1542,17403
8224,5572
1847,9789
8913,56263
10906,56263
25748,102709
8769,11770
14742,6159
15856,12011
10671,24939
27932,30422
7227,52094
5919,6778
33518,21819
40160,7501
2362,4782
10803,20412
871,13265
1685,18635
1705,18669
1688,18669
1687,9108
11123,19457
9535,1524
9455,15890
796,11873
100,956
30943,140354
7341,102634
10350,20305
11772,1744
9540,224
11773,70448
22345,12698
1567,14597
1641,18320
10212,42617
10354,190
8583,9182
16520,80570
11374,6159
603,9340
4951,40243
8970,54967
11660,525
9430,11694
11355,1215
18764,26760
6522,34849
22826,4818
1902,19840
12596,10723
9451,13235
1946,224
1844,15148
6552,50719
3309,4109
18462,68381
28941,98132
8592,6449
564,7775
10210,52405
9460,57832
1893,1
15849,70
18990,29662
1924,7187
8536,10586
9531,10586
11411,64508
138,1496
3035,2917
3076,25165
13666,30129
36685,13484
10785,13973
19483,33883
8974,51000
11549,14773
17918,5140
509,7017
1090,15361
12117,12962
11779,2303
817,6737
14283,78012
37135,15775
2275,12786
10376,65314
104,1071
9032,17494
9421,38507
6488,664
9473,34517
8487,5174
10279,5281
2105,3288
1073,11676
10208,49903
2667,26849
345,240
9825,58712
620,8858
2978,8858
10490,59412
11618,2209
332,4759
8914,16938
9824,59646
4806,1201
247,240
10056,240
967,240
802,240
3175,240
147,1650
1628,1650
11120,2690
10136,12964
873,488
26789,73496
11416,8965
10776,7908
9710,47893
30890,1243
10386,7087
745,11614
913,1090
912,13563
19457,20561
11353,7908
17707,42171
9781,50583
48781,27339
12185,6449
29056,102429
25319,102429
10552,21819
9267,57073
10766,9108
10768,43513
813,12936
2665,27746
9406,58384
11418,57434
11153,1524
14170,9577
2280,14911
11077,17494
28597,13581
10396,11057
9944,6349
850,12698
10154,64030
10342,26458
10366,18889
9349,6046
10494,40333
11963,2226
9096,1090
1911,1090
2900,29524
10307,11809
11601,508
1075,15254
26522,13563
12105,71253
14,39
11001,56911
10390,7623
9453,58021
704,10586
11797,64796
18086,11777
17887,69300
10669,19665
11527,19665
28032,12881
11326,32327
10975,18897
10974,18897
10398,5696
2290,18204
14429,79656
15198,6737
6415,17883
10381,65317
10349,14999
29787,14999
9638,58245
10576,29471
12662,7301
11712,5026
226,2836
10388,1884
9346,57383
861,10491
14412,8844
9377,11505
11541,2690
2457,25161
11901,190
4929,18635
11230,18899
8416,4956
11054,10367
851,12238
18254,6449
20123,15254
16642,30715
3086,30249
16305,30249
19997,37360
3767,32134
535,7270
2731,27614
1654,18392
14831,10586
658,9915
657,9855
646,9855
5689,8876
391,4385
8052,4762
772,10965
550,7467
12220,3026
1610,18030
404,5602
42196,9054
36819,280
9343,6818
16858,66777
11562,1243
16162,72024
8649,1032
10563,66039
32043,15175
15247,64508
5548,10491
5549,10930
856,24
699,10179
709,10179
253,9915
660,9855
11377,57898
492,5953
128,608
2020,20779
9481,13015
9008,638
14242,31654
16129,20173
28145,2226
18111,27992
11223,4782
16281,14999
16288,15056
1694,27991
476,5216
37094,5572
961,8635
24831,4600
21610,58040
11878,5026
11510,69667
11234,68682
957,14639
11886,57314
62204,2352
11040,6448
21849,2746
1621,4610
14035,8858
11498,11181
21349,39819
1832,19303
10047,59
10228,65428
11663,9168
13485,30165
9289,9894
9264,102634
11165,2087
4203,309
24226,39996
11379,18179
29154,104879
2039,13563
11943,2226
11481,3556
2690,3146
10399,55439
2668,510
36643,10781
99,309
9647,7187
11787,33064
5156,12329
11953,5026
29005,9789
26371,54441
596,8500
20334,2428
11393,8246
293,4135
10998,7270
9013,769
11005,14911
2924,6159
177,280
9946,37710
863,7879
31582,5572
22267,1614
5486,25826
10411,21217
20024,17016
9684,1243
9586,1150
777,11528
32669,514
10402,64151
497,4027
1715,5306
25188,39012
15515,44878
1439,17167
2277,10965
10137,18898
49948,5690
334,4762
46435,65452
624,2778
26578,19304
9563,1152
1850,3974
926,15002
1213,2239
10471,52112
10400,13563
10397,9168
12524,16391
3558,366
17908,46297
10384,1723
10236,2226
632,3146
5924,13265
26617,19450
10493,13015
16241,13265
27632,25826
9644,56953
13342,57434
14919,34934
14040,12840
2990,19304
16672,96801
32600,8635
10406,56911
1883,5281
2005,716
6279,1103
11087,323
7305,664
9475,769
8872,58448
8873,56155
11287,14911
9869,13015
619,8843
9374,24
11259,6159
8293,54441
11068,11649
1923,5602
10158,4037
10206,64170
11782,11401
10086,47820
9367,2294
9876,1724
10326,58712
9609,33
12143,39104
4234,5140
9605,23393
8374,54795
1907,2034
15489,58059
15655,93301
30062,10051
25934,46611
14181,24294
10385,3092
2787,28239
2069,21217
28978,13848
901,13848
10098,13848
18264,40199
2155,13776
11004,323
4816,4429
28569,2746
11016,6593
10839,7767
24481,14674
11296,9168
2067,1150
622,3556
20283,12804
5693,44847
287,4037
968,39996
838,1
16958,6593
3114,8500
12501,10001
8333,15663
19259,1788
820,1152
11718,28169
8989,56506
918,1927
11176,68457
14900,55983
11899,7908
18890,21879
10971,26134
462,1884
9532,57134
1396,8452
1541,578
17443,13563
8469,4610
925,5281
1713,5281
26170,14773
30547,24657
13939,19244
14373,19244
24873,19244
26263,18669
996,3146
9079,5572
1498,18308
1497,59649
1499,76418
1880,8328
11690,70250
801,8246
11520,18281
1879,4081
2085,10765
9960,60981
3082,13848
12187,33485
24748,18854
990,14875
1908,4081
9764,5026
840,488
25673,18738
2291,7270
13531,55790
16620,82219
526,7187
13346,11834
243,3224
10501,27005
11478,18878
6644,11435
879,488
32613,50542
17529,37360
11327,9168
1700,3026
593,8452
10774,39996
10083,21370
11356,69300
10747,190
10559,17812
2621,5149
10479,15175
2006,18907
17339,9915
11305,4429
13665,122944
12309,57359
1552,6159
106,1090
11027,19450
10468,31024
1359,16378
4967,819
10557,65865
13776,8246
10784,66777
10242,18392
4825,10601
11654,893
10518,19304
11977,1524
18041,19012
14736,71947
3536,7213
1443,1769
10424,8966
28971,13848
9456,58005
889,13581
10564,34481
15723,998589
452,42
12476,62020
98,578
11129,68281
1058,15206
16395,4955
13105,67411
22501,80260
5491,5058
10560,55476
10688,54469
18228,82800
5683,510
12518,41550
10567,65855
10642,57434
9285,57130
10569,1243
21484,32082
955,11401
8584,46076
16093,79294
962,13848
30588,13848
668,9868
691,10076
698,10076
682,9915
499,6817
9600,1215
2768,1035
24920,29433
10911,18669
10102,34264
26912,26134
26278,39853
26953,52268
6003,24657
23939,37710
11072,14639
13368,4109
985,5602
14002,68994
938,4385
10648,18635
11368,1223
2075,6593
1551,5572
10246,12698
19698,12698
15239,78021
15762,44056
169,2042
865,12988
9663,11770
10128,43513
9659,20629
8810,20629
9355,20629
1727,12840
635,9168
10068,7270
11495,67753
11428,61824
10117,63709
25562,52405
9679,58498
10264,24657
17814,11770
11879,14392
592,1776
12611,1150
9040,39996
25364,3146
5121,488
6978,11770
3133,30715
643,9603
10571,64815
479,6482
7450,12881
7443,7314
2123,7395
2024,6046
17711,588701
2133,5231
46929,74565
11598,4610
9702,18596
9873,43786
15379,64195
12764,57154
27352,51572
8348,12114
17897,82505
20343,142526
13757,64864
4244,12962
4247,35689
20770,59466
1052,15189
1788,18378
32275,29962
2655,24
12599,65428
93,834
9278,32277
10276,7908
13783,5696
11624,1243
15867,1243
11686,1243
12107,13426
10641,6720
6282,48980
9383,10491
5551,190
2360,24248
33408,129941
11589,54451
15158,58245
16146,58245
26515,60261
11856,1724
13567,74671
10860,18378
18391,44807
27452,5029
10391,26713
14195,10367
10393,26502
8843,56512
37136,12987
37137,12987
3110,18738
14698,10601
11694,70262
9651,16187
11398,25735
1588,59026
12211,71901
1698,15115
10480,58689
10685,66604
1619,9033
786,11649
10562,2042
12212,9039
16,42
13785,13524
10637,52358
9003,31211
9064,52194
11569,48965
38126,34402
469,4429
2161,2087
10973,33883
10787,2917
27475,21371
20455,81718
10461,56435
1485,17281
1597,6737
641,6431
10687,5572
6521,21526
10763,9789
10383,492
2134,21869
18498,29383
13465,5690
71,468
1636,1524
10647,51984
19204,29433
12207,26775
11531,69237
24100,15868
4327,36425
4958,4135
9678,32593
11978,66121
8870,56154
14295,30711
681,9915
11372,14520
8452,1724
10862,57579
8871,6159
16340,80540
10481,15775
10867,65314
10876,648
9741,11614
146,1614
11849,61921
11983,18596
11678,10702
2669,21370
20721,12989
2609,11505
12714,11505
708,10179
1857,19542
10673,1152
2604,1152
10132,1152
11064,1723
107,956
40820,11834
392,5306
8859,56591
11688,61411
12509,228
3981,17698
711,5216
2046,7623
8358,24
5994,11091
1493,18281
134,1223
10577,27226
21355,879
11973,21370
1900,1884
10873,17279
26719,1255
15739,6593
15413,18356
2623,18596
11209,4165
13715,15890
8043,18592
10655,66088
9989,7791
9816,52038
5955,2228
17474,8482
11191,18281
2613,26487
22048,31310
16723,84782
2018,20739
11215,56106
10937,23393
96,893
90,769
11028,15206
19933,108217
12919,54590
17159,68750
10110,488
18935,83961
764,7623
2614,4600
580,15663
36914,64877
1547,5572
10019,62043
11649,70737
13509,44056
24940,54050
10984,59958
843,12453
318,2303
10878,17494
16300,3288
1921,19969
23685,57646
12138,71418
6073,1704
39180,61175
2749,27846
10050,62514
19490,33064
22013,3632
15598,10076
17965,20937
17466,45645
9594,16590
2453,18254
4587,24318
38718,23393
4192,6778
14052,67897
16889,18311
21309,15858
4985,18392
853,2352
10877,10765
5257,42378
77,525
10833,58178
12658,3417
10054,2294
10646,50942
2575,19665
55,223
2043,7256
4133,34849
56715,64909
10991,65428
634,9158
10956,66960
19366,13615
28308,166469
9519,37618
9290,18254
13166,36423
111,1150
10477,16938
2144,21981
1734,7775
8095,10601
849,12804
39266,10139
11307,9577
3784,1201
19494,4967
19357,1895
9062,133259
9476,4723
5852,46085
808,5524
824,6201
676,865
29572,57206
26255,14089
1406,33485
13554,102445
17664,8500
1632,9168
966,14520
301,11435
12623,12804
11896,518
25538,143035
5923,1744
21876,19457
11090,65734
14034,54967
9397,8858
9705,58498
10364,5342
32458,109253
1089,14392
9967,16544
17494,42171
759,11435
10297,19606
10653,3146
9576,2226
10865,62047
1995,12786
10808,52112
644,488
16161,6482
10691,57082
11826,66728
11444,38507
60670,2406
10992,64191
2140,21931
4248,35689
17612,135534
3134,30716
8217,1243
24382,32375
11286,67767
11950,67767
11697,8500
6106,1152
19200,1243
11300,16294
16211,37360
20075,63208
28794,29433
34689,10601
10238,6648
32595,114629
18030,18392
18988,12009
11536,6593
976,14566
11906,4955
11713,70334
9589,15868
12481,70334
13333,57727
13938,77300
10540,37710
9462,19429
2114,21692
8835,36797
11371,7908
9517,51917
31052,8844
10868,42171
9395,12989
14506,280
59797,41549
14911,67632
15592,1201
15267,8300
30502,8876
19382,5342
24679,190
9599,26713
18509,83198
7520,21370
10126,2778
9602,4610
3980,18356
10127,61824
12702,73962
10651,66226
10141,7908
5680,44807
10675,3556
10130,10781
2617,26502
21362,17016
11347,32327
12144,40345
13704,17309
12120,24318
3543,32632
9604,1723
24929,92851
10925,5045
11503,5140
11966,19142
2605,12840
8740,18335
41428,58608
8337,11770
28176,1776
9493,8858
26603,58080
29095,48965
11352,488
12500,72543
32049,82443
1648,18356
4105,578
19124,13015
10142,1150
3064,716
10134,63937
2210,22669
10551,39996
19157,84211
9085,776
505,1723
10345,64877
10222,15111
14372,16566
15138,1680227
9972,38689
9494,57434
17362,97646
9942,12920
24739,84906
9686,1243
20006,66226
8867,898
11467,18311
327,3317
1548,17447
869,510
2171,22214
19236,55119
12150,23213
11185,133259
12521,5140
25155,52629
9618,58728
6951,1724
11959,71042
2616,11505
249,518
11342,58712
183,1213162
8494,55273
2148,1776
27813,86250
2057,21136
9880,1201
5175,11091
11385,11435
20391,86051
12584,14773
11542,32327
17169,66226
2770,7409
12610,7395
1933,19840
13496,56911
10972,37948
1722,18844
9896,3415
9683,58518
2779,1243
2294,19303
10016,11770
26602,53178
22230,37948
8922,56349
11065,1462
16314,12962
27346,44765
16307,80261
12508,18356
18734,84931
2176,12632
20857,53177
2185,5174
10696,6198
2034,20907
16180,19032
27327,1150
29756,12011
20115,4955
30295,16888
11576,4081
15393,190
1644,18335
12502,5342
10373,65304
13766,92554
12103,5501
11313,33433
9398,7399
10866,21053
9778,36804
16121,26959
166,1961
1623,13859
13550,21377
13612,63208
27958,15175
1716,1650
3172,8246
17708,123694
12780,18899
1018,5602
11380,15521
984,14773
14811,13563
9585,58080
768,11447
2100,21526
11091,14911
11845,23724
9081,564
167,1978
9378,57521
141,1577
10778,1223
11456,23213
585,12890
10796,57134
11088,1255
9889,7395
45964,62556
671,10965
11469,40243
1535,893
1433,10828
1999,5010
12472,5572
16085,10001
269,3776
16441,58245
11422,30422
10656,59
5781,793
23805,7187
34388,9915
11033,1150
3537,9168
8738,9108
3604,17281
10649,66222
17689,190
14854,102627
10847,61019
299,2000
10650,190
8007,12028
161,1884
31682,33883
8342,20028
4886,33166
194,2419
11397,57604
1903,11649
9428,5655
1649,18357
11938,70974
8386,54584
12589,60237
11232,366
120,108
11086,4027
453,6159
10794,1927
5052,14227
37257,3146
8489,638
855,578
12660,58094
5279,9789
10950,16853
1365,12995
6440,5306
14580,68
6037,47498
42987,39009
11857,51851
6312,8296
11595,1723
10170,64061
9610,2087
15035,16384
4965,5501
11891,4489
11888,13581
150,1723
112,1176
15050,12112
10423,18878
11710,6818
651,9789
20620,13776
18647,3084
11362,8300
2637,11676
10229,20739
9606,58159
11447,69488
16550,66605
52744,140354
20009,113641
2084,21339
11870,17825
